key,en,cn,jp,ko,zh,情緒,vi
SCENE_REINA_DOGGY_READY_01,"Ah... it hurts a little, but... I'm okay...",啊……有点痛……可是没关系……,あ…ちょっと痛いですけど…大丈夫です…,아.. 아프지만.. 괜찮아요..,啊……有點痛……可是沒關係……,緊張,Á... hơi đau một chút nhưng... không sao đâu ạ...
SCENE_PAZUZU_TENTACLE_RAPE_READY_02,Wh-what are you... planning to do...?,你、你打算……做什么……？,な、何を…するつもりですか…,"뭐, 뭘 하려는 건가요..",你、你打算……做什麼……？,緊張,Ng-ngươi định... làm gì ta thế hả...
SCENE_REINA_HANDJOB_CUM_02,It's okay... cover me... cover me all over... Aaah...!,没关系……请射好多……在我身上……啊啊……！,大丈夫です…いっぱい…かけてください…あぁっ…！,괜찮아요.. 잔뜩.. 뿌려주세요.. 아..!,沒關係……請射好多……在我身上……啊啊……！,絶頂,Không sao đâu anh... hãy bắn... bắn ngập người em đi... á...!
SCENE_PAZUZU_TENTACLE_RAPE_READY_03,This joke has gone too far...!,这种玩笑太过分了……！,冗談が過ぎますよ…！,장난이 지나쳐요..!,這種玩笑太過分了……！,緊張,Trò đùa này quá trớn rồi đấy...!
SCENE_PAZUZU_TENTACLE_RAPE_READY_01,S-so... something that big...,好、好……好大的东西……,す、すごく…大きいのが…,어.. 엄청나게 큰 게..,好、好……好大的東西……,緊張,C-cái thứ... to lớn thế này...
SCENE_MAI_DOGGY_DOOR_CUM_02,Ah... you want to come? Your thrusts just got crazy fast...!,啊……你想射了？你的抽插变得超快的……！,あ…出したいんだ…？ピストン、めっちゃ速くなってる…っ！,아.. 싸고 싶은 거야..? 피스톤 엄청 빨라졌..!,啊……你想射了？你的抽插變得超快的……！,絶頂,Cậu... muốn ra rồi sao...? Nhịp thúc... bắt đầu nhanh kinh khủng rồi kìa...!
SCENE_MAI_DOGGY_DOOR_CUM_01,Huh...? Nn...? A-are you coming...!?,咦……？嗯……？你、你要射了……！ ？,え…？ん…？だ…出すの…！？,어..? 응..? 싸.. 싸는 거야?!,咦……？嗯……？你、你要射了……！？,びっくり,Ủa...? Hử...? Cậu... sắp bắn rồi sao...!?
SCENE_MAI_COWGIRL_SWIMSUIT_PLAYING_04,Auh...! You keep hitting nothing but my weak spots...!,啊呜……！你怎么一直顶我敏感的地方啦……！,あうっ…！弱いとこばっか…しつこく突いてくるじゃん…！,아읏..! 약한 곳을 집요하게.. 찔러오고있어..,啊嗚……！你怎麼一直頂我敏感的地方啦……！,びっくり,Á...! Cứ nhắm vào chỗ nhạy cảm... thúc liên tục thế hả...!
SCENE_MAI_SUMATA_CUM_01,"Nn, about to come? Fine... all over my thighs...",嗯，快射了？可以啊……射满我的大腿吧……,ん、出そうなん？いーよ…あたしの太ももに…いっぱい…,"응, 쌀 거 같아? 괜찮아.. 내 허벅지에.. 잔뜩..",嗯，快射了？可以啊……射滿我的大腿吧……,笑顔,"Ưm, cậu sắp bắn rồi à? Được thôi... cứ xịt đầy... lên đùi tớ đi..."
SCENE_MAI_COWGIRL_SWIMSUIT_PLAYING_03,Hah...! It feels like you're in all the way to the base... aah...!,哈啊……！感觉连根部都进来了……啊啊……！,はぁ…！根元まで入ってきてる感じ…ああんっ…！,하아..! 뿌리 끝까지 들어오는 거 같아.. 아앙..!,哈啊……！感覺連根部都進來了……啊啊……！,びっくり,Hà...! Cảm giác đút sâu lút gốc luôn rồi... á...!
SCENE_MAI_SUMATA_CUM_02,I don't mind. Just let it all out...,我又不介意，全部射出来吧……,あたしは気にしないし、全部出しちゃって…,"난 상관 없으니까, 잔뜩 싸 버려..",我又不介意，全部射出來吧……,笑顔,"Tớ không bận tâm đâu, cứ bắn hết sạch ra đi..."
SCENE_MAI_COWGIRL_SWIMSUIT_PLAYING_02,Nn... my boobs are bouncing like crazy...,嗯……胸部晃得好厉害……,んぅ…おっぱい、めっちゃ揺れてるぅ…,으응.. 가슴 엄청 흔들리고 있어..,嗯……胸部晃得好厲害……,照れてる,Ưm... ngực tớ... nảy tưng tửng luôn này...
SCENE_MAI_COWGIRL_SWIMSUIT_PLAYING_01,Aah...! Hah...! S-so good...!,啊啊……！哈呜……！好、好爽……！,ああん…！はうっ…！い、いぃっ…！,아앙..! 하읏! 좋아..! 츄릅..,啊啊……！哈嗚……！好、好爽……！,びっくり,A...! Á...! S-sướng...!
SCENE_MAI_AHEN_1,Aaahn...!,啊啊……！,あぁんっ…！,아앙..!,啊啊……！,喘ぎ,Á...!
SCENE_PAZUZU_COWGIRL_CUM_02,You've been holding quite a lot... Fill my womb completely...,你似乎积了不少呢……请把我的子宫……填得满满的……,随分溜まってますね…？…子宮、いっぱいに満たしてください……,잔뜩 모았죠..? 자궁 가득 채워야 해요..,你似乎積了不少呢……請把我的子宮……填得滿滿的……,絶頂,Ngươi tích trữ nhiều thế cơ à...? ...Hãy lấp đầy tử cung của ta đi......
SCENE_MAI_AHEN_3,...Huh...!,……呼……！,…ふっ…！,..흣..!,……呼……！,喘ぎ,...Hộc...!
SCENE_MAI_AHEN_2,Hah...!,哈呜……！,はうっ…！,하읏..!,哈嗚……！,喘ぎ,Ưm...!
SCENE_MAI_AHEN_5,Nnn...,嗯嗯……,んんっ…,흐응..,嗯嗯……,喘ぎ,Ưm...
SCENE_PAZUZU_COWGIRL_CUM_01,Ugh...! Are you about to ejaculate...? ...Hin...!,呜……！你快射精了吗……？ ……咿嗯……！,うっ…！射精しそうですか…？…ひんっ…！,웃..! 사정할 거 같나요..? ..으힛..!,嗚……！你快射精了嗎……？……咿嗯……！,絶頂,Ư...! Ngươi sắp bắn rồi sao...? ...Ưm...!
SCENE_BUTLER_AHEN_3,Ah...!,啊……！,あっ…！,아..!,啊……！,喘ぎ,Á...!
SCENE_MAI_AHEN_7,Hyah...!,呀啊……！,ひゃあっ…！,흐앗..!,呀啊……！,喘ぎ,Á...!
SCENE_MAI_AHEN_6,Ugh...!,呜……！,うっ…！,읏..!,嗚……！,喘ぎ,Ư...!
SCENE_MAI_AHEN_9,Ooh...!,喔喔……！,おぉっ…！,오옷..!,喔喔……！,喘ぎ,Ôi...!
SCENE_KONIAL_AHEN_8,Hah...,哈啊……,はぁ…,하아..,哈啊……,喘ぎ,Phù...
SCENE_PAZUZU_TENTACLE_RAPE_CUM_02,Hoo... s-stop...! Aahn...!,呼……住、住手……！啊啊……！,ふぅっ…や、やめて…！ああん…っ！,흐읏.. 그.. 그만..! 아앙..!!,呼……住、住手……！啊啊……！,絶頂,Phù... d-dừng lại đi...! Á...!
SCENE_BUTLER_MISSIONARY_CUM_01,Ah...! Ahn! I-I'm going to lose myself...!,啊……！啊嗯！我、我快变得奇怪了……！,あ……っ！あんっ！お、おかしくなってしまいます……！,"아..! 앙! 이, 이상해요..!",啊……！啊嗯！我、我快變得奇怪了……！,絶頂,A......! Á! Em... em phát điên mất thôi......!
SCENE_PAZUZU_TENTACLE_RAPE_CUM_01,Haaah...! ...Uuh...! I can't... I can't anymore...!,哈啊啊……！ ……呜呜……！已经……已经不行了……！,はぁああっ…！…うぅっ…！もう…もうダメですぅ…！,꺄아앗..! 으읏..! 더는.. 더는 안돼요..!,哈啊啊……！……嗚嗚……！已經……已經不行了……！,絶頂,Hà...! ...Ư...! Không... không chịu nổi nữa rồi...!
SCENE_BUTLER_MISSIONARY_CUM_02,Fua...! Any more and I... will lose myself...!,呼啊……！再这样下去，我……会坏掉的……！,ふあっ…！これ以上は、わたくし…おかしくなって…っ！,흐앗..! 계속하면 저.. 이상해져 버렷..!,呼啊……！再這樣下去，我……會壞掉的……！,絶頂,Phù...! Cứ thế này... em... phát điên lên mất...!
SCENE_PAZUZU_AHEN_3,Ah... aaahn...!,啊……啊啊……！,あっ…あぁん…っ！,아.. 아앙..!,啊……啊啊……！,喘ぎ,A... á...!
SCENE_REINA_AHEN_1,...Ahu...,……啊呼……,…あふっ…,..아흣..,……啊呼……,喘ぎ,...Ưm...
SCENE_PAZUZU_AHEN_2,Hih...,咿……,ひっ…,히끅..,咿……,喘ぎ,Hức...
SCENE_KONIAL_MISSIONARY_KISS_PLAYING_04,"Ah...! I-I'm coming, I'm so close...! Don't stop kissing me...!",啊……！要、要去了，快去了……！不要停下接吻……！,あ…！い、イくっ、イきそう…！キス…やめないでぇ…！,아..! 가.. 가버릴 것 같아..! 키스.. 멈추지 마..!,啊……！要、要去了，快去了……！不要停下接吻……！,キス+照れてる,A...! Ta... ta sắp ra rồi...! Đừng ngừng hôn ta nhé...!
SCENE_PAZUZU_AHEN_1,...Hic...,……呜呃……,…ひぐっ…,..흐윽..,……嗚呃……,喘ぎ,...Hức...
SCENE_REINA_AHEN_3,...Huh...,……呼……,…ふっ…,..흣..,……呼……,喘ぎ,...Phù...
SCENE_REINA_AHEN_2,...Ngh...,……嗯呃……,…んぐっ…,..응읏..,……嗯呃……,喘ぎ,...Ưm...
SCENE_PAZUZU_AHEN_7,...Nnn...,……嗯嗯……,…んんっ…,..응..,……嗯嗯……,喘ぎ,...Ưm...
SCENE_REINA_AHEN_5,Aaah...,啊啊……,ああん…,아앙..,啊啊……,喘ぎ,A...
SCENE_PAZUZU_AHEN_6,...Ugh...,……呜……,…うっ…,..읏..,……嗚……,喘ぎ,...Ư...
SCENE_BUTLER_AHEN_4,Ah...!,啊……！,あ…！,아..!,啊……！,喘ぎ,Á...!
SCENE_PAZUZU_AHEN_5,Kyaa...!,呀啊……！,きゃあっ…！,꺄앗..!,呀啊……！,喘ぎ,Á...!
SCENE_REINA_MISSIONARY_PANTIES_READY_02,I'm wet enough now... I think I can take you all the way...,我已经湿得够多了……应该马上就能接纳您……,もう十分濡れてますから…すぐに受け入れられると思います…,충분히 젖어버렸으니.. 바로 들어올 수 있을 거에요..,我已經濕得夠多了……應該馬上就能接納您……,期待 / 予感,Em đã ướt đẫm lắm rồi... chắc có thể nhận lấy anh ngay lập tức đấy...
SCENE_BUTLER_AHEN_7,Nn...!,嗯……！,んぅ…！,응..!,嗯……！,喘ぎ,Ưm...!
SCENE_KONIAL_MISSIONARY_KISS_PLAYING_01,*Wet kiss*... nn... good... your tongue... my whole mouth... hah...,啾噗……嗯嗯……很好……你的舌头……嘴里全部……哈呜……,ちゅぷ…んん…いいぞ…お前の舌…口の中…全部…はぅっ…,츄웁.. 으응.. 좋아.. 네 혀.. 내 입안.. 전부.. 하읏..,啾噗……嗯嗯……很好……你的舌頭……嘴裡全部……哈嗚……,キス+照れてる,Chụt... ưm... được đấy... lưỡi của ngươi... trong miệng ta... toàn bộ... á...
SCENE_KONIAL_AHEN_4,Hoo...,呼……,ふぅっ…,흐읏..,呼……,喘ぎ,Phù...
SCENE_REINA_MISSIONARY_PANTIES_READY_03,Hah... um... I can't hold back anymore...,哈啊……那个……我已经忍不住了……,はぁ…あの…もう我慢できませんから…,하아.. 저.. 이제 참을 수 없으니까..,哈啊……那個……我已經忍不住了……,期待 / 予感,Hà... anh ơi... em không nhịn nổi nữa rồi...
SCENE_PAZUZU_AHEN_10,Ngh...,嗯……,っ…,읏..,嗯……,喘ぎ,Ư...
SCENE_KONIAL_MISSIONARY_KISS_PLAYING_02,Aah...! While we kiss... hold me tighter...,啊啊……！一边接吻……再用力抱着我……,ああん…！…キスしながら…もっと強く、抱いてくれ…,아앙..! 키스하면서.. 더 세게 안아 줘..,啊啊……！一邊接吻……再用力抱著我……,キス+照れてる,A...! ...Vừa hôn... vừa ôm ta chặt hơn nữa đi...
SCENE_REINA_AHEN_9,Hah...!,哈呜……！,はぅっ…,하읏..,哈嗚……！,喘ぎ,Ưm...
SCENE_KONIAL_MISSIONARY_KISS_PLAYING_03,More... more... ahuh...!,再来……更多……啊呼……！,もっと…もっとぉ…あふぅっ…！,더.. 좀 더.. 아흐읏..,再來……更多……啊呼……！,キス+照れてる,Nữa đi... nữa đi... á...!
SCENE_REINA_MISSIONARY_PANTIES_READY_01,Yes... please put... your cock... inside me...,好的……请把您的……阴茎……放进来……,はい…あなたの…おちんちん…入れてください…,네.. 당신의.. 자지.. 넣어주세요..,好的……請把您的……陰莖……放進來……,緊張,Vâng... con cặc của anh... hãy đút vào trong em đi...
SCENE_MAI_AHEN_8,Hah...,哈啊……,はぁ…,하아..,哈啊……,喘ぎ,Phù...
SCENE_PAZUZU_AHEN_9,...Ah...,……啊……,…あっ…,..아..,……啊……,喘ぎ,...A...
SCENE_PAZUZU_AHEN_8,Hah...,哈啊……,はぁ…,하아..,哈啊……,喘ぎ,Hà...
SCENE_MAI_FELLATIO_READY_01,"Hehe, then... we can really do it, you know?",嘿嘿，那……真的做下去也可以喔？,へへ、じゃあさ、ホントにしちゃってもいーんだよ？,"헤헤, 그럼, 진짜 해도 된다니까?",嘿嘿，那……真的做下去也可以喔？,笑顔,"Hê hê, thế thì tớ làm thật luôn nhé?"
SCENE_MAI_FELLATIO_READY_03,"Oh, bigger than I thought. Can this... even fit all the way?",喔，比我想的还大耶。这个……全部塞得进来吗？,おっ、思ったよりデカいね。これ…全部入るかな？,"오, 생각보다 크네. 입에 다 들어 가려나?",喔，比我想的還大耶。這個……全部塞得進來嗎？,びっくり,"Ôi, to hơn tớ tưởng đấy. Cái này... không biết có đút hết được vào mồm không nữa?"
SCENE_MAI_COWGIRL_FIRST_CUM_01,Aah! Come! Inside... fill me up inside...! All your semen...!,啊啊！射吧！里面……射满里面……！你的精液……全部都给我……！,ああん！出して！中に…中にいっぱい…！あんたの精液…全部ぅ…！,아앙! 싸 줘! 안에.. 안에 가득..! 네 씨앗.. 전부..!,啊啊！射吧！裡面……射滿裡面……！你的精液……全部都給我……！,絶頂,Á! Bắn đi! Vào trong... bắn đầy bên trong đi...! Tinh dịch của cậu... tớ muốn hết...!
SCENE_REINA_DOGGY_WINDOW_PLAYING_03,Thrust into me... harder...! Hah...! Aaah...!,请更激烈地……插进来……！哈啊……！啊啊……！,もっと激しく…突いてください…！はあっ…！…ぁあんっ…！,더 세게 박아주세요..! 하앗..! 아앙!,請更激烈地……插進來……！哈啊……！啊啊……！,びっくり,Anh đâm... mạnh bạo hơn nữa đi...! Hà...! A...!
SCENE_MAI_FELLATIO_READY_02,"Come on, aaah... I opened my mouth. Hurry and put it in.",来，啊～嘴巴张开了。快点放进来啊。,ほら、あ～ん…口開けたし。早く入れてみなよ。,"자, 아~ 입 벌렸어. 어서 넣어 봐.",來，啊～嘴巴張開了。快點放進來啊。,笑顔,"Nào, a~m... Tớ há miệng rồi đấy. Mau đút vào đi xem nào."
SCENE_REINA_DOGGY_WINDOW_PLAYING_02,My breasts... pressed against the window glass... nnnh...! Hah...,胸部……被压在窗户玻璃上……嗯嗯……！哈啊……,おっぱいが…窓ガラスに押し付けられて…んんっ…！はぁ…,가슴이.. 유리창에 눌려서.. 으응..! 하아..,胸部……被壓在窗戶玻璃上……嗯嗯……！哈啊……,びっくり,Ngực em... bị ép sát vào cửa kính... ưm...! Hà...
SCENE_BUTLER_HJ_FELLATIO_READY_01,...Pardon me. Is this... how I should do it?,……失礼了。像这样……就可以了吗？,…失礼いたします。このように…すればよろしいのでしょうか？,..실례하겠습니다. 이렇게.. 하면 될까요?,……失禮了。像這樣……就可以了嗎？,緊張,...Thất lễ rồi ạ. Em... làm như thế này có đúng không ạ?
SCENE_REINA_DOGGY_WINDOW_PLAYING_01,Aah...! Hah...! I-it's so hot...,啊啊……！哈呜……！好、好烫……,ああんっ…！はうっ…！あ、熱いです…,아앙..! 하읏! 뜨.. 뜨거워요..,啊啊……！哈嗚……！好、好燙……,びっくり,A...! Á...! N-nóng quá anh ơi...
SCENE_MAI_COWGIRL_FIRST_CUM_02,I'm coming... gonna come...! Nngh...!,我要去了……要去了……！嗯呃……！,イク…イっちゃうぅっ…！んぐぅ…！,가버려.. 가버려엇..! 으응..!!,我要去了……要去了……！嗯呃……！,絶頂,Ra... tớ ra mất thôi...! Ưm...!
SCENE_BUTLER_HJ_FELLATIO_READY_03,"If it hurts, please tell me...",若是会痛，请您告诉我……,もし痛むようでしたら、おっしゃってください…,혹시 아프시면 말씀해 주세요..,若是會痛，請您告訴我……,緊張,"Nếu ngài thấy đau, xin hãy bảo em nhé..."
SCENE_BUTLER_HJ_FELLATIO_READY_02,It is very... warm... your... cock...,真是……好烫呢……您的……肉棒……,とても…熱うございますね…あなたの…おちんちん…,굉장히.. 뜨겁네요.. 당신의.. 자지..,真是……好燙呢……您的……肉棒……,緊張,Nóng bỏng thật đấy ạ... con cặc của... ngài...
SCENE_REINA_BREAST_TOUCH_READY_01,Y-you really are... touching me... Um... how does it feel?,您、您真的在……摸我……那个……感觉如何呢？,ほ、本当に…触られてる…そ、その…いかが、ですか？,정.. 정말로.. 만지고 있어.. ..어떠신가요?..,您、您真的在……摸我……那個……感覺如何呢？,うろたえる,A-anh... đang sờ thật này... Th-thế... anh thấy thế nào ạ?
SCENE_REINA_SYUYU_READY_01,"Ah... that tickles a little... yes, there...",啊……有点痒……对，就是那里……,あ…少しくすぐったいです…はい、そこ…,"아.. 조금 간지러워요.. ..네, 거기..",啊……有點癢……對，就是那裡……,緊張,"Á... hơi nhột một chút ạ... Vâng, đúng chỗ đó..."
SCENE_REINA_BREAST_TOUCH_READY_02,"Hah... ah, no... please, keep going just like that...",哈啊……啊，不是……请、请继续这样摸我……,はぅっ…あ、いえっ…そ、そのまま…続けてください…,"하읏.. 아, 아니요. 그대로 해 주세요..",哈啊……啊，不是……請、請繼續這樣摸我……,照れてる,"Á... a, không... xin anh cứ... tiếp tục như vậy đi..."
SCENE_REINA_DOGGY_WINDOW_PLAYING_04,It's so embarrassing... I'm going strange... aaah...!,好害羞……我快变得奇怪了……啊啊……！,恥ずかしくて…変になっちゃいます…あぁっ…！,부끄러워서.. 이상해져요.. 아앗..,好害羞……我快變得奇怪了……啊啊……！,照れてる,Xấu hổ quá... em phát điên mất thôi... á...!
SCENE_REINA_SYUYU_READY_02,Hah... my nipples... your tongue is tickling them...,哈呜……乳头……被您的舌头弄得好痒……,はうっ…乳首が…くすぐったいです…舌が…,하읏.. 유두가.. 간지러워요.. 혀가..,哈嗚……乳頭……被您的舌頭弄得好癢……,照れてる,Á... đầu ti em... nhột lắm... cái lưỡi của anh...
SCENE_REINA_BREAST_TOUCH_READY_03,Yes... if it is what you want... as much as you wish...,好的……只要是您希望的……多少都可以……,はい…あなたの…お望みなら…いくらでも…,네.. 당신이.. 원하신다면.. 얼마든지..,好的……只要是您希望的……多少都可以……,照れてる,Vâng... nếu đó là... mong muốn của anh... thì bao nhiêu cũng được...
SCENE_REINA_SYUYU_READY_03,Hehe... you look cute sucking my breasts...,呵呵……您吸着我胸部的样子……好可爱呢……,ふふっ…私のおっぱいを吸ってる姿…可愛いですね…,후훗.. 제 젖을 빠는 모습.. 귀여워요..,呵呵……您吸著我胸部的樣子……好可愛呢……,笑顔,Hư hư... trông anh lúc bú ngực em... đáng yêu thật đấy...
SCENE_REINA_BREAST_TOUCH_PLAYING_01,Aah...! If you squeeze me that tightly...,啊啊……！您这样……用力抓的话……,ああん…！そんなに…ぎゅっとされたら…,아응..! 그렇게.. 꽉 쥐시면..,啊啊……！您這樣……用力抓的話……,びっくり,A...! Nếu anh bóp... mạnh tay thế...
SCENE_REINA_BREAST_TOUCH_PLAYING_03,Hah... your breath is on my neck... it feels so strange...,哈啊……您的气息碰到我的脖子……感觉变得好奇怪……,はぁ…息が首にあたって…なんだか、おかしくなりそうです…,하아.. 숨결이 목에 닿아서.. 더 이상해요..,哈啊……您的氣息碰到我的脖子……感覺變得好奇怪……,照れてる,Hà... hơi thở anh phả vào cổ em... làm em cứ thấy rạo rực thế nào ấy...
SCENE_REINA_BREAST_TOUCH_PLAYING_02,My nipples... they're hard... Hah... from your fingers touching them...,我的乳头……变硬了……呼……被您的手指这样摸着……,乳首…硬くなっちゃいました…ふぅっ…指で、触られて…,유두.. 딱딱해졌어요.. 흣.. 손가락으로 만져져서..,我的乳頭……變硬了……呼……被您的手指這樣摸著……,照れてる,Đầu ti em... cứng ngắc mất rồi... Phù... bị ngón tay anh xoa lên...
SCENE_REINA_BREAST_TOUCH_PLAYING_04,...Ah... yes... you can be rougher... it won't hurt...,……啊……好的……再用力一点也……不会痛的……,…あっ…はい…もっと…強くしても…痛くない、ですから…,..앗.. 네.. 더.. 세게 하셔도.. 아프지 않으니까요..,……啊……好的……再用力一點也……不會痛的……,照れてる,...Á... vâng... dù anh có làm... mạnh hơn nữa... em cũng không thấy đau đâu...
SCENE_REINA_DOGGY_SWIMSUIT_PLAYING_04,Hah... just... relax for me...,哈呜……请您……放轻松就好……,はぅっ…楽に…していてくださいね…,하읏.. 편하게.. 있으셔도 되요..,哈嗚……請您……放輕鬆就好……,照れてる,Á... anh cứ... tận hưởng đi nhé...
SCENE_PAZUZU_COWGIRL_AFTER_03,"I'll keep wringing you dry, so hurry and get hard again...",我还会继续榨干你，请快点再勃起吧……,まだまだ搾り取りますから、早く勃たせてくださいね…,"잔뜩 해야 하니까, 빨리 세우도록 하세요..",我還會繼續榨乾你，請快點再勃起吧……,真面目,"Ta sẽ còn vắt kiệt ngươi nữa, nên hãy mau làm cho nó cương lên đi..."
SCENE_REINA_DOGGY_SWIMSUIT_PLAYING_02,Hah... it's deep... yours is... all the way inside me...,哈呜……好深……您的……全部都进来了……,はぅっ…深いです…あなたのが…全部、入ってきてます…,하읏.. 깊어요.. 당신의 것.. 전부 들어오고 있어요..,哈嗚……好深……您的……全部都進來了……,照れてる,Á... sâu quá... cái đó của anh... đi vào hết trong em rồi...
SCENE_KONIAL_COWGIRL_PLAYING_04,Hold out until your limit. Try satisfying me...!,忍到极限为止吧。试着让我满足看看……！,限界まで我慢するんだぞ？我を満足させてみろ…！,최대한 참아야 한다? 날 만족시켜 줘야지!,忍到極限為止吧。試著讓我滿足看看……！,おどけて,Hãy ráng nhịn tới giới hạn nhé? Hãy làm cho ta được thỏa mãn xem nào...!
SCENE_PAZUZU_COWGIRL_AFTER_02,"You really do come a lot... hah... look, it's overflowing...",你真的很会射呢……哈啊……都溢出这么多了……,よく出ますね…はぁ…いっぱい…溢れてるじゃないですか…,많이도 나오네요.. 하아.. 넘치고 있잖아요..,你真的很會射呢……哈啊……都溢出這麼多了……,感嘆,Bắn nhiều thật đấy... hà... chẳng phải đã tràn ngập ra ngoài rồi sao...
SCENE_REINA_DOGGY_SWIMSUIT_READY_03,Look at me... as much as you like...,请尽情地……看着我吧……,いくらでも…見てくださいね…,얼마든지.. 봐 주세요..,請盡情地……看著我吧……,照れてる,Anh muốn ngắm bao nhiêu... cũng được hết ạ...
SCENE_REINA_DOGGY_SWIMSUIT_PLAYING_03,"It feels... good, doesn't it? ...Aah...!",很……舒服吧？ ……啊啊……！,気持ち…いいですよね？…ああん…！,기분.. 좋으시죠? ..아앙..!,很……舒服吧？……啊啊……！,照れてる,Anh thấy... sướng đúng không ạ? ...A...!
SCENE_PAZUZU_COWGIRL_AFTER_01,"...You don't think this is the end, do you...?",……你不会以为这样就结束了吧……？,…この程度で終わりだなんて、思ってませんよね…？,..이 정도로 끝난 거라 생각하는 거 아니죠..?,……你不會以為這樣就結束了吧……？,真面目,...Ngươi không nghĩ mới cỡ này đã xong chuyện rồi đúng không...?
SCENE_REINA_DOGGY_SWIMSUIT_READY_02,Only you... get to see me like this. Ahn...,只有您……可以看到喔。啊嗯……,あなただけが…見られるんですよ。あんっ…,당신만.. 볼 수 있는 거에요. 하읏..,只有您……可以看到喔。啊嗯……,照れてる,Chỉ một mình anh... được ngắm em thế này thôi đấy. Ưm...
SCENE_KONIAL_COWGIRL_PLAYING_02,"Kihihi... good... you're reaching quite deep, aren't you?",嘻嘻嘻……很好……挺能顶到深处的嘛？,きひひ…いいぞ…随分と奥まで届くじゃないか…？,키히히.. 좋아.. 꽤나 깊은 곳까지 닿잖아?,嘻嘻嘻……很好……挺能頂到深處的嘛？,からかう,Kê hê hê... tốt đấy... thúc chạm đến tận sâu bên trong rồi cơ à...?
SCENE_REINA_DOGGY_SWIMSUIT_READY_01,Hehe... do you like me dressed like this?,呵呵……您喜欢我这个样子吗？,ふふっ…この姿…気に入りましたか？,후훗.. 이 모습.. 마음에 드세요?,呵呵……您喜歡我這個樣子嗎？,笑顔,Hư hư... dáng vẻ này của em... anh có thích không ạ?
SCENE_REINA_DOGGY_SWIMSUIT_PLAYING_01,Aah...! So good... I can't stop...!,啊啊……！好舒服……停不下来……！,ああん…！いいっ…止められません…！,아앙..! 좋아요.. 멈출수 없어요..!,啊啊……！好舒服……停不下來……！,びっくり,A...! Sướng quá... em không dừng lại được...!
SCENE_KONIAL_COWGIRL_PLAYING_03,Looks like you're packing something useful there...,看来你身上带着挺有用的东西嘛……,なかなか使えるモノを持ってるようだな…？,쓸만한 물건 가지고 있는 걸?,看來你身上帶著挺有用的東西嘛……,からかう,Hóa ra ngươi cũng sở hữu một thứ khá hữu dụng đấy nhỉ...?
SCENE_KONIAL_COWGIRL_PLAYING_01,Ahaa...! Kihihi... Feel every fold... every sensation inside my pussy.,啊哈啊……！嘻嘻嘻……好好感受我阴道里每一层肉壁……每一寸触感。,あはぁ…っ！きひひッ…我の膣のヒダヒダを…感触を…一つ一つ感じてみろ。,아앙..! 키히힛.. 내 질 주름 하나하나 느껴 보라고.,啊哈啊……！嘻嘻嘻……好好感受我陰道裡每一層肉壁……每一寸觸感。,からかう,Á...! Kê hê hê... Hãy cảm nhận từng nếp gấp... từng cảm xúc bên trong âm hộ của ta đi.
SCENE_MAI_PAIZURI_PLAYING_04,Your cock... is getting even bigger between my boobs...,你的肉棒……在我胸部中间变得更大了耶……,あんたのちんぽ…おっぱいの中で、もっとデカくなってんじゃん…,네 자지.. 가슴 안에서 더 커지잖아..,你的肉棒……在我胸部中間變得更大了耶……,びっくり,Con cặc của cậu... kẹp giữa ngực tớ mà lại càng to hơn rồi này...
